,Product Name,Avg. Rating,# Ratings,Price,Processor Type,Disk Size,RAM,Processor Speed
80,"Velztorm Noctix Gaming & Entertainment Custom Desktop (AMD Ryzen 5 5600X 6-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD + 6TB HDD, HDMI, Bluetooth, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,248..00",AMD R Series,8 TB,128 GB,3.70 GHz
81,"Velztorm Galax CTO SFF Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, RTX 3080 Ti 12GB, 128GB DDR4, 2TB PCIe SSD, WiFi-N, RGB Fans, 750W PSU, Black, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,248..00",AMD Ryzen 7,2 TB,128 GB,3.80 GHz
82,"Velztorm Lux CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9-5950X 16-Core, 64GB, 4TB PCIe SSD, GeForce RTX 3080 Ti 12GB, AC WiFi, 360mm AIO, RGB Fans, 1000W PSU, Win10P)",NO RATING,NO NUM RATING,"$6,209..60",AMD R Series,4 TB,64 GB,3.40 GHz
83,"Velztorm Gladio CTO Powerful Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9 5900X 12-Core, 32GB DDR4, 2TB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3090 24GB, WRGB Fans, AC WiFi, BT, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,208..00",AMD R Series,2 TB,32 GB,3.70 GHz
84,2020 Dell Alienware Aurora R11 Desktop - Intel Core i9 10th Gen - i9-10900F - 10 Core 5.2Ghz - 2TB SSD - 16GB RAM - Nvidia GeForce RTX 3070 - Windows 10 Pro (Renewed),NO RATING,NO NUM RATING,"$6,199..00",Core i9,2000 GB,16.00 GB,2.80 GHz
85,"Velztorm Archux CTO Gaming Desktop PC (AMD Ryzen 7-3700X 8-Core, GeForce RTX 3050 8GB, 120mm AIO, VR Ready, RGB Fans, 750W PSU, 128GB DDR4, 8TB PCIe SSD + 6TB HDD (3.5), Win 10 Pro)",NO RATING,NO NUM RATING,"$6,198..99",AMD Ryzen 7,8 TB,128 GB,3.60 GHz
86,"Velztorm Pilum Gaming Desktop PC (AMD Ryzen 7-3700X 8-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD + 6TB HDD (3.5), HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,198..00",AMD Ryzen 7,8 TB,128 GB,3.60 GHz
87,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3070, WiFi, Bluetooth, Backlit KB, HDMI, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$6,189..00",Core i7,8 TB,64 GB,3.60 GHz
88,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3070, WiFi, Bluetooth, Backlit KB, HDMI, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$6,169..00",Core i7,8 TB,64 GB,3.60 GHz
89,"Velztorm (Black Gladio) CTO Gaming Desktop PC (Liquid Cooled AMD Ryzen 7-5800X 8-Core, 64GB DDR4, 8TB PCIe SSD, GeForce RTX 3070 8GB, AC WiFi, 750W PSU, RGB Light, Win10P)",NO RATING,NO NUM RATING,"$6,138..00",AMD Ryzen 7,8 TB,64 GB,3.80 GHz
90,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 32GB DDR5 4800MHz RAM, 4TB PCIe SSD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win11P)",NO RATING,NO NUM RATING,"$6,128..00",Core i9,4 TB,32 GB,3.20 GHz
91,"Velztorm Galax CTO SFF Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, Radeon RX 6900 XT 16GB, 32GB DDR4, 2TB PCIe SSD+6TB HDD (3.5), WiFi-N, RGB Fans, 750W PSU, Black, Win 10 Pro)",NO RATING,NO NUM RATING,"$6,108..00",AMD Ryzen 7,2 TB,32 GB,3.80 GHz
92,Adamant Custom 14-Core Liquid Cooled Gaming Desktop Computer Intel Core i9 10940X 3.3Ghz X299X Aorus Series 32Gb DDR4 8TB HDD 2TB NVMe SSD Geforce RTX 3090 24Gb,NO RATING,NO NUM RATING,"$6,099..99",Core i9,8 TB,32 GB,3.30 GHz
93,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3060 Ti, WiFi, Win 11 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$6,099..00",Core i7,8 TB,64 GB,3.60 GHz
94,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3060 Ti, WiFi, Win 10 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$6,079..00",Core i7,8 TB,64 GB,3.60 GHz
95,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 64GB DDR4, 1TB PCIe SSD + 3TB HDD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Pro",NO RATING,NO NUM RATING,"$6,038..00",AMD R Series,1 TB,64 GB,3.70 GHz
96,"Lenovo Legion Tower 5i Gaming & Entertainment Desktop PC (Intel i5-11400 6-Core, 128GB RAM, 8TB PCIe SSD + 6TB HDD (3.5), GTX 1650 Super, WiFi, Bluetooth, HDMI, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$6,029..00",Core i5,8 TB,128 GB,2.60 GHz
97,"Velztorm Pilum CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7 3700X 8-Core, 128GB DDR4, 8TB PCIe SSD, GeForce RTX 2060 6GB, 120mm AIO, RGB Fans, 750W PSU, WiFi-N, Win10P)",NO RATING,NO NUM RATING,"$6,029..00",AMD Ryzen 7,8 TB,128 GB,3.60 GHz
98,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 32GB DDR5 4800MHz RAM, 4TB PCIe SSD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win11H)",NO RATING,NO NUM RATING,"$6,008..00",Core i9,4 TB,32 GB,3.20 GHz
99,"EK Fluid Gaming PC - Custom Liquid-Cooled Ryzen 9 5950X & RTX 3090 with EKWB D-RGB Water Blocks, 64GB RGB RAM, 1TB M.2 SSD, 4TB HDD, Prebuilt Desktop Computer 295 Vanquish",1.0 out of 5 stars,4,"$5,999..99",Ryzen 9,1 GB,64 GB,4.50 GHz
100,"Razer Tomahawk Gaming Desktop (H1/i9-9980HK/RTX3080/16GB/512GB+2TB/750W): Small Form Factor, Modular Design with Tool-Less Sled System, NVIDIA GeForce RTX 3080 Graphics Founders Edition, Black",4.1 out of 5 stars,5,,Core i9 8950HK,2 TB,16 GB,2.4 GHz
101,Adamant Custom 14-Core Liquid Cooled Gaming Desktop Computer Intel Core i9 10940X 3.3Ghz X299 Series 32Gb DDR4 5TB HDD 2TB NVMe SSD Geforce RTX 3090 24Gb,NO RATING,NO NUM RATING,"$5,999..99",Core i9,5 TB,32 GB,3.30 GHz
102,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
103,"YEYIAN Kunai X21 Gaming PC Computer, Intel 12th Gen Alder Lake i5-12600K 10-Core 3.7GHz, GeForce RTX 3060 12GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 240mm AIO, WiFi 6, BT 5.2",4.4 out of 5 stars,62,"$1,699..00",Core i5,1 TB,16.00 GB,3.70 GHz
104,"2021 Newest Alienware Aurora R12 Gaming Desktop, Intel Core i9-11900KF(Up to 5.3GHz), NVIDIA GeForce RTX 3090, 64GB 3200MHz DDR4, 2TB 970 EVO Plus SSD, WiFi 5, Bluetooth 5.0, Win10",NO RATING,NO NUM RATING,"$5,999..00",Intel Core i7,2 TB,16 GB,2.50 GHz
105,"Velztorm Nix Custom Built Gaming Desktop PC Snow White (AMD Ryzen 5 5600X 6-Core, 128GB RAM, 8TB PCIe SSD, GeForce GTX 1050Ti, 1xUSB 3.2, 3xUSB 3.0, 1xHDMI, Win 10 Pro)",NO RATING,NO NUM RATING,"$5,998..00",AMD R Series,8 TB,128 GB,3.70 GHz
106,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3060 Ti, WiFi, Bluetooth, Backlit KB, HDMI, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$5,989..00",Core i7,8 TB,64 GB,3.60 GHz
107,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3060 Ti, WiFi, Bluetooth, Backlit KB, HDMI, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$5,969..00",Core i7,8 TB,64 GB,3.60 GHz
108,"2022 MSI Aegis RS 12TF-253US Enthusiast (i9-12900KF, 128GB RAM, 4TB NVMe SSD + 2TB HDD, RTX 3080Ti 12GB, Windows 11) Gaming Desktop PC",NO RATING,NO NUM RATING,"$5,965..00",Intel Core i9,4 TB,128 GB,3.20 GHz
109,"Velztorm Noctix Gaming & Entertainment Custom Desktop (AMD Ryzen 5 5600X 6-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD, HDMI, Bluetooth, Win 10 Pro)",NO RATING,NO NUM RATING,"$5,948..00",AMD R Series,8 TB,128 GB,3.70 GHz
110,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 64GB DDR5 4800MHz RAM, 1TB PCIe SSD+6TB HDD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win10P)",NO RATING,NO NUM RATING,"$5,948..00",Core i9,1 TB,64 GB,3.20 GHz
111,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 32GB DDR5 4800MHz RAM, 2TB PCIe SSD+3TB HDD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win10P)",NO RATING,NO NUM RATING,"$5,928..00",Core i9,2 TB,32 GB,3.20 GHz
112,Adamant Custom 24-Core Workstation Desktop Computer PC System AMD Ryzen Threadripper 3960X 3.8Ghz ROG Strix 128Gb DDR4 RAM 8TB HDD 2TB NVMe SSD 1000W PSU GeForce RTX 2060 6Gb,NO RATING,NO NUM RATING,"$5,899..99",AMD R Series,8 TB,128 GB,3.80 GHz
113,Adamant Custom 16-Core Modelling Rendering Workstation Desktop Computer AMD Ryzen 9 5950X 3.4GHz X570 Rog Strix 128Gb DDR4 500Gb NVMe PCIe 4.0 SSD 4TB HDD 1000W Toughpower PSU Geforce RTX 3090,NO RATING,NO NUM RATING,"$5,899..99",AMD R Series,4 TB,128 GB,3.40 GHz
114,Adamant Custom 16-Core Liquid Cooled Workstation Gaming Desktop Computer AMD Ryzen 9 5950X 3.4GHz X570 Aorus 32Gb DDR4 2TB NVMe PCIe 4.0 SSD 8TB HDD 1000W Toughpower PSU Geforce RTX 3090,NO RATING,NO NUM RATING,"$5,899..99",AMD R Series,8 TB,32 GB,3.40 GHz
115,"Skytech Prism II Gaming PC Desktop - AMD Ryzen 9 3900X 3.8GHz, RTX 3090 24GB, 32GB 3600mhz RGB Memory, 1TB Gen4 SSD, 360mm AIO",4.1 out of 5 stars,158,,Ryzen 9 3900X,1 TB,32 GB,3.80 GHz
116,"Velztorm Pilum Gaming Desktop PC (AMD Ryzen 7-3700X 8-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$5,898..00",AMD Ryzen 7,8 TB,128 GB,3.60 GHz
117,"2022 MSI Aegis RS 12TF-254US Enthusiast (i7-12700K, 128GB RAM, 6TB NVMe SSD + 2TB HDD, RTX 3080Ti 12GB, Windows 11) Gaming Desktop PC",NO RATING,NO NUM RATING,"$5,895..00",Core i7,6 TB,128 GB,3.60 GHz
118,"Velztorm Archux CTO Gaming Desktop PC (AMD Ryzen 7 3700X 8-Core, 128GB DDR4, 2TB PCIe SSD+6TB HDD (3.5), GeForce RTX 3080 10GB, 120mm AIO, VR Ready, RGB Fans, 750W PSU Win 10 Home)",NO RATING,NO NUM RATING,"$5,878..00",AMD Ryzen 7,2 TB,128 GB,3.60 GHz
119,"Velztorm White Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, RTX 3090 24GB, 32GB DDR4, 2TB PCIe SSD + 6TB HDD, 360mm AIO, VR Ready, 750W PSU, WiFi-N, Win10H)",NO RATING,NO NUM RATING,"$5,854..10",AMD R Series,2 TB,32 GB,3.70 GHz
120,"Velztorm Aciex 12th Gen CTO Gaming Desktop Liquid-Cooled (Intel Alder Lake i9-12900K 16-Core, Radeon RX6700XT 12GB, 1000W PSU, 64GB DDR5 4800MHz RAM, 4TB PCIe SSD+6TB HDD, WiFi6, BT 5.2, W10P)",NO RATING,NO NUM RATING,"$5,848..00",Core i9,4 TB,64 GB,3.20 GHz
121,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 64GB DDR4, 1TB PCIe SSD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Pro",NO RATING,NO NUM RATING,"$5,838..00",AMD R Series,1 TB,64 GB,3.70 GHz
122,Adamant Custom VR Ready Liquid Cooled Gaming Desktop Computer Intel i9 10900X 3.7GHz X299X 128Gb DDR4 RAM 5TB HDD 512Gb NVMe SSD 850W PSU Wi-Fi Geforce RTX 3090 24Gb,5.0 out of 5 stars,1,"$5,799..99",Core i9,5 TB,128 GB,3.50 GHz
123,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer Workstation PC Intel Core i9-10900X 3.7GHz X299 Prime 256Gb DDR4 1TB NVMe PRO SSD 5TB HDD 850W Toughpower PSU Geforce RTX 3080 Ti,NO RATING,NO NUM RATING,"$5,799..99",Core i9,5 TB,256 GB,3.70 GHz
124,Adamant Custom 10-Core Extreme Gaming Desktop Computer Intel Core i9 10900K 3.7GHz Z590 Aorus 32Gb RAM 2TB NVMe 1800MB/s SSD 8TB HDD 1000W Toughpower PSU Geforce RTX 3090 24Gb,NO RATING,NO NUM RATING,"$5,799..99",Core i9,8 TB,32 GB,3.70 GHz
125,Adamant Custom 14-Core Liquid Cooled Gaming Desktop Computer System Intel Core i9 10940X 3.3Ghz X299X Aorus Series 32Gb DDR4 5TB HDD 1TB NVMe SSD 850W Toughpower PSU GeForce RTX 3090 24Gb,NO RATING,NO NUM RATING,"$5,799..99",Core i9,5 GB,32 GB,3.30 GHz
126,Video Editing Workstation Gaming Desktop Computer PC Intel i9 10920X 3.5Ghz 64Gb DDR4 5TB HDD 500Gb SSD GeForce RTX 3090 24Gb,1.0 out of 5 stars,2,"$5,799..99",Core i9,5 TB,64 GB,3.50 GHz
127,2020 Dell Alienware Aurora R11 Desktop - Intel Core i9 10th Gen - i9-10900F - 5.2Ghz - 1TB SSD - 64GB RAM - Nvidia GeForce RTX 2060 - Windows 10 Home (Renewed),NO RATING,NO NUM RATING,"$5,799..00",Core i9,1000 GB,64.00 GB,2.80 GHz
128,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
129,"YEYIAN Kunai X21 Gaming PC Computer, Intel 12th Gen Alder Lake i5-12600K 10-Core 3.7GHz, GeForce RTX 3060 12GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 240mm AIO, WiFi 6, BT 5.2",4.4 out of 5 stars,62,"$1,699..00",Core i5,1 TB,16.00 GB,3.70 GHz
130,Dell 2020 Alienware Aurora R11 Desktop - Intel Core i9 10th Gen - i9-10900F - 5.2Ghz - 256GB SSD - 16GB RAM - Nvidia GeForce RTX 3070 - Windows 10 Home (Renewed),NO RATING,NO NUM RATING,"$5,799..00",Core i9,256 GB,16.00 GB,2.80 GHz
131,"Lenovo Legion Tower 5i Gaming & Entertainment Desktop PC (Intel i5-11400 6-Core, 128GB RAM, 8TB PCIe SSD, GTX 1650 Super, WiFi, Bluetooth, HDMI, USB 3.2, Display Port, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$5,749..00",Core i5,8 TB,128 GB,2.60 GHz
132,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 32GB DDR4, 512GB PCIe SSD+2TB HDD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Pro",NO RATING,NO NUM RATING,"$5,748..00",AMD R Series,512 GB,32 GB,3.70 GHz
133,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 16GB DDR4, 2TB PCIe SSD+2TB HDD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Home",NO RATING,NO NUM RATING,"$5,738..00",AMD R Series,2 TB,16 GB,3.70 GHz
134,"Lenovo Legion Tower 5i Gaming & Entertainment Desktop PC (Intel i5-11400 6-Core, 128GB RAM, 8TB PCIe SSD, GTX 1650 Super, WiFi, Bluetooth, HDMI, USB 3.2, Display Port, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$5,729..00",Core i5,8 TB,128 GB,2.60 GHz
135,"Velztorm Archux CTO Gaming Desktop PC (AMD Ryzen 7 3700X 8-Core, 128GB DDR4, 2TB PCIe SSD + 2TB HDD (3.5), GeForce RTX 3080 10GB, 120mm AIO, VR Ready, RGB Fans, 750W PSU Win 10 Home)",NO RATING,NO NUM RATING,"$5,718..00",AMD Ryzen 7,2 TB,128 GB,3.60 GHz
136,"Velztorm Archux Gaming & Entertainment Desktop PC Black (AMD Ryzen 7 3700X 8-Core, 64GB RAM, 8TB PCIe SSD, RTX 3070, 4xUSB 3.1, 1xUSB 3.0, 2xHDMI, 2 Display Port (DP), Win 10 Home)",NO RATING,NO NUM RATING,"$5,718..00",AMD Ryzen 7,8 TB,64 GB,3.60 GHz
137,Adamant Custom 3D Modelling Rendering Ediditing Workstation Desktop Computer Intel Core i9 11900K 3.5GHz Z590 Tuf 128Gb DDR4 1TB NVMe PCIe 4.0 SSD 6TB HDD 850W Toughpower PSU Geforce RTX 3090,NO RATING,NO NUM RATING,"$5,699..99",Core i9,6 TB,128 GB,3.50 GHz
138,Adamant Custom 16-Core Gaming Desktop Computer Media Workstation PC AMD Ryzen 9 5950X 3.4GHz X570 Aorus Pro 32Gb RAM 2TB NVMe SSD 10TB HDD 850W WiFi Bluetooth Geforce RTX 3090 24Gb,NO RATING,NO NUM RATING,"$5,699..99",Ryzen 9,10 TB,32 GB,3.40 GHz
139,Adamant Custom 14-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9 10940X 3.3Ghz X299 Prime Series 32Gb DDR4 5TB HDD 1TB NVMe SSD Geforce RTX 3090 24Gb,NO RATING,NO NUM RATING,"$5,699..99",Core i9,5 TB,32 GB,3.30 GHz
140,Adamant Custom 18-Core Liquid Cooled Workstation Desktop Computer Intel Core i9 10980XE 3.0Ghz X299X Aorus Series 128Gb DDR4 RAM 2x2TB NVMe SSD 4TB SSD Geforce RTX 3070 8Gb,NO RATING,NO NUM RATING,"$5,699..99",Core i9,7 TB,128 GB,3.00 GHz
141,"MSI MEG Trident X SFF Gaming Desktop Gamer Computer PC, i9 10-Core i9-10850K Up to 5.2Ghz, GeForce RTX 3070 8GB (64GB DDR4 RAM | 4TB SATA SSD | 2TB HDD) 750W PSU, VR Ready Win 10 Pro, JTD Mouse Pad",NO RATING,NO NUM RATING,,Intel Core i9,4 TB,64 GB,5.30 GHz
142,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 7.6TB SATA SSD, GeForce RTX 3070, WiFi, Win 11 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$5,699..00",Core i7,7.6 TB,64 GB,3.60 GHz
143,"Velztorm White Ferrux Gaming Custom Desktop (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3070, 128GB RAM, 2TB PCIe SSD + 6TB HDD, USB 3.2, HDMI, Display Port, Win 10 Pro)",NO RATING,NO NUM RATING,"$5,698..00",AMD R Series,2 TB,128 GB,3.70 GHz
144,"Velztorm White Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, RTX 3090 24GB, 64GB DDR4, 1TB PCIe SSD + 2TB HDD, 360mm AIO, VR Ready, 750W PSU, WiFi-N, Win10P)",NO RATING,NO NUM RATING,"$5,694..10",AMD R Series,1 TB,64 GB,3.70 GHz
145,"Velztorm Galax CTO SFF Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, RTX 3080 Ti 12GB, 64GB DDR4, 4TB PCIe SSD, WiFi-N, RGB Fans, 750W PSU, Black, Win 10 Pro)",NO RATING,NO NUM RATING,"$5,688..00",AMD Ryzen 7,4 TB,64 GB,3.80 GHz
146,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 7.6TB SATA SSD, GeForce RTX 3070, WiFi, Win 10 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$5,679..00",Core i7,7.6 TB,64 GB,3.60 GHz
147,"Velztorm Nix Custom Built Gaming Desktop PC Snow White (AMD Ryzen 5 5600X 6-Core, 64GB RAM, 1TB PCIe SSD, Radeon RX 6900 XT, 1xUSB 3.2, 3xUSB 3.0, 1xHDMI, Win 10 Home)",NO RATING,NO NUM RATING,"$5,668..00",AMD R Series,1 TB,64 GB,3.70 GHz
148,Acer Predator Orion 900 - Gaming Desktop Intel Core i9-7980XE Octadeca-core 2.60GHz - 2 x NVIDIA GeForce GTX 1080Ti 11GB - 128GB RAM 2TB HDD 512GB SSD Windows 10 Home (Renewed),NO RATING,NO NUM RATING,"$5,664..99",Core i9,2 TB,128 GB,2.6 GHz
149,"Velztorm Galax CTO SFF Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, Radeon RX 6900 XT 16GB, 32GB DDR4, 1TB PCIe SSD + 3TB HDD (3.5), WiFi-N, RGB Fans, 750W PSU, Black, Win 10 Home)",NO RATING,NO NUM RATING,"$5,638..00",AMD Ryzen 7,1 TB,32 GB,3.80 GHz
150,"Velztorm Lux CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9-5950X 16-Core, 32GB, 2TB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3080 Ti 12GB, AC WiFi, 360mm AIO, RGB Fans, 1000W PSU, Win10P)",NO RATING,NO NUM RATING,"$5,629..60",AMD R Series,2 TB,32 GB,3.40 GHz
151,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 32GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3070, WiFi, Win 11 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$5,619..00",Core i7,8 TB,32 GB,3.60 GHz
152,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9 10900K 3.7Ghz Z490 Strix Series 32Gb RAM 2TB NVMe 3500MB/s SSD 8TB HDD WiFi Bluetooth Geforce RTX 3090 24Gb,5.0 out of 5 stars,2,"$5,599..99",Core i9,8 TB,32 GB,3.70 GHz
153,Adamant Custom Modelling Rendering Ediditing Workstation Desktop Computer Intel Core i9 11900K 3.5GHz Z590 Tuf 128Gb DDR4 500Gb NVMe PCIe 4.0 SSD 5TB HDD 850W Toughpower PSU Geforce RTX 3090,NO RATING,NO NUM RATING,"$5,599..99",Core i9,5 TB,128 GB,3.50 GHz
154,"Alienware Aurora R13 Gaming Desktop - Intel Core i7-12700F, 16GB DDR5 RAM, 512GB SSD + 1TB HDD, RTX 3060Ti 8GB GDDR6, Air Cooled, 6 Months Dell Migrate Services, Windows 11 Home - Lunar Light",3.4 out of 5 stars,4,"$1,901..64",Core i7,1 TB,16 GB,4.9 GHz
155,"YEYIAN Kunai X21 Gaming PC Computer, Intel 12th Gen Alder Lake i5-12600K 10-Core 3.7GHz, GeForce RTX 3060 12GB GDDR6, 1TB NVMe Gen 4 SSD, 16GB DDR4 3600MHz, 240mm AIO, WiFi 6, BT 5.2",4.4 out of 5 stars,62,"$1,699..00",Core i5,1 TB,16.00 GB,3.70 GHz
156,Adamant Custom 16-Core Gaming Desktop Computer Media Workstation AMD Ryzen 9 5950X 3.4GHz X570 Tuf 32Gb RAM 2TB NVMe SSD 10TB HDD 850W WiFi Bluetooth Geforce RTX 3090 24Gb,NO RATING,NO NUM RATING,"$5,599..99",Ryzen 9,10 TB,32 GB,3.40 GHz
157,Liquid Cooled Video Editing Workstation Gaming Desktop Computer PC Intel i9 10920X 3.5Ghz 32Gb DDR4 5TB HDD 500Gb SSD GeForce RTX 3090 24Gbi,NO RATING,NO NUM RATING,"$5,599..99",-,5 TB,32 GB,Windows 10
158,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 32GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3070, WiFi, Win 10 Pro) with MS 365 Personal, Hub",NO RATING,NO NUM RATING,"$5,599..00",Core i7,8 TB,32 GB,3.60 GHz
159,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 7.6TB SATA SSD, GeForce RTX 3070, WiFi, Bluetooth, Backlit KB, HDMI, Win 11 Pro) with Hub",NO RATING,NO NUM RATING,"$5,589..00",Core i7,7.6 TB,64 GB,3.60 GHz
160,"Velztorm Galax CTO SFF Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, Radeon RX 6900 XT 16GB, 32GB DDR4, 1TB PCIe SSD+2TB HDD (3.5), WiFi-N, RGB Fans, 750W PSU, Black, Win 10 Home)",NO RATING,NO NUM RATING,"$5,578..00",AMD Ryzen 7,1 TB,32 GB,3.80 GHz
161,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 7.6TB SATA SSD, GeForce RTX 3070, WiFi, Bluetooth, Backlit KB, HDMI, Win 10 Pro) with Hub",NO RATING,NO NUM RATING,"$5,569..00",Core i7,7.6 TB,64 GB,3.60 GHz
