,Product Name,Avg. Rating,# Ratings,Price,Processor Type,Disk Size,RAM,Processor Speed,Brand,Bluetooth,Liq. Cooled,RAM: Type,RAM : GB,Processor Speed: GHz,Disk Size: GB
78,"Velztorm Gladio CTO Powerful Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9 5900X 12-Core, 64GB DDR4, 1TB PCIe SSD + 2TB HDD (3.5), GeForce RTX 3090 24GB, WRGB Fans, AC WiFi, BT, Win 10 Pro)",4.6/5,6,6278.0,AMD R Series,1 TB,64 GB,3.70 GHz,Velztorm,1,1,GB,64.0,3.7,1000.0 GB
79,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 32GB DDR4, 2TB PCIe SSD+6TB HDD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Pro",0.0/0,0,6258.0,AMD R Series,2 TB,32 GB,3.70 GHz,Velztorm,0,1,GB,32.0,3.7,2000.0 GB
80,"Velztorm Noctix Gaming & Entertainment Custom Desktop (AMD Ryzen 5 5600X 6-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD + 6TB HDD, HDMI, Bluetooth, Win 10 Pro)",0.0/0,0,6248.0,AMD R Series,8 TB,128 GB,3.70 GHz,Velztorm,1,0,GB,128.0,3.7,8000.0 GB
81,"Velztorm Galax CTO SFF Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, RTX 3080 Ti 12GB, 128GB DDR4, 2TB PCIe SSD, WiFi-N, RGB Fans, 750W PSU, Black, Win 10 Pro)",0.0/0,0,6248.0,Ryzen 7,2 TB,128 GB,3.80 GHz,Velztorm,0,1,GB,128.0,3.8,2000.0 GB
82,"Velztorm Lux CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9-5950X 16-Core, 64GB, 4TB PCIe SSD, GeForce RTX 3080 Ti 12GB, AC WiFi, 360mm AIO, RGB Fans, 1000W PSU, Win10P)",0.0/0,0,6209.6,AMD R Series,4 TB,64 GB,3.40 GHz,Velztorm,0,1,GB,64.0,3.4,4000.0 GB
83,"Velztorm Gladio CTO Powerful Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9 5900X 12-Core, 32GB DDR4, 2TB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3090 24GB, WRGB Fans, AC WiFi, BT, Win 10 Pro)",0.0/0,0,6208.0,AMD R Series,2 TB,32 GB,3.70 GHz,Velztorm,1,1,GB,32.0,3.7,2000.0 GB
84,2020 Dell Alienware Aurora R11 Desktop - Intel Core i9 10th Gen - i9-10900F - 10 Core 5.2Ghz - 2TB SSD - 16GB RAM - Nvidia GeForce RTX 3070 - Windows 10 Pro (Renewed),0.0/0,0,6199.0,Intel Core i9,2000 GB,16.00 GB,2.80 GHz,Alienware,0,0,GB,16.0,2.8,2000.0 GB
85,"Velztorm Archux CTO Gaming Desktop PC (AMD Ryzen 7-3700X 8-Core, GeForce RTX 3050 8GB, 120mm AIO, VR Ready, RGB Fans, 750W PSU, 128GB DDR4, 8TB PCIe SSD + 6TB HDD (3.5), Win 10 Pro)",0.0/0,0,6198.99,Ryzen 7,8 TB,128 GB,3.60 GHz,Velztorm,0,0,GB,128.0,3.6,8000.0 GB
86,"Velztorm Pilum Gaming Desktop PC (AMD Ryzen 7-3700X 8-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD + 6TB HDD (3.5), HDMI, Display Port, Win 10 Pro)",0.0/0,0,6198.0,Ryzen 7,8 TB,128 GB,3.60 GHz,Velztorm,0,0,GB,128.0,3.6,8000.0 GB
87,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3070, WiFi, Bluetooth, Backlit KB, HDMI, Win 11 Pro) with Hub",0.0/0,0,6189.0,Intel Core i7,8 TB,64 GB,3.60 GHz,MSI,1,0,GB,64.0,3.6,8000.0 GB
88,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3070, WiFi, Bluetooth, Backlit KB, HDMI, Win 10 Pro) with Hub",0.0/0,0,6169.0,Intel Core i7,8 TB,64 GB,3.60 GHz,MSI,1,0,GB,64.0,3.6,8000.0 GB
89,"Velztorm (Black Gladio) CTO Gaming Desktop PC (Liquid Cooled AMD Ryzen 7-5800X 8-Core, 64GB DDR4, 8TB PCIe SSD, GeForce RTX 3070 8GB, AC WiFi, 750W PSU, RGB Light, Win10P)",0.0/0,0,6138.0,Ryzen 7,8 TB,64 GB,3.80 GHz,Velztorm,0,1,GB,64.0,3.8,8000.0 GB
90,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 32GB DDR5 4800MHz RAM, 4TB PCIe SSD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win11P)",0.0/0,0,6128.0,Intel Core i9,4 TB,32 GB,3.20 GHz,Velztorm,1,0,GB,32.0,3.2,4000.0 GB
91,"Velztorm Galax CTO SFF Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, Radeon RX 6900 XT 16GB, 32GB DDR4, 2TB PCIe SSD+6TB HDD (3.5), WiFi-N, RGB Fans, 750W PSU, Black, Win 10 Pro)",0.0/0,0,6108.0,Ryzen 7,2 TB,32 GB,3.80 GHz,Velztorm,0,1,GB,32.0,3.8,2000.0 GB
92,Adamant Custom 14-Core Liquid Cooled Gaming Desktop Computer Intel Core i9 10940X 3.3Ghz X299X Aorus Series 32Gb DDR4 8TB HDD 2TB NVMe SSD Geforce RTX 3090 24Gb,0.0/0,0,6099.99,Intel Core i9,8 TB,32 GB,3.30 GHz,Adamant,0,1,GB,32.0,3.3,8000.0 GB
93,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3060 Ti, WiFi, Win 11 Pro) with MS 365 Personal, Hub",0.0/0,0,6099.0,Intel Core i7,8 TB,64 GB,3.60 GHz,MSI,0,0,GB,64.0,3.6,8000.0 GB
94,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3060 Ti, WiFi, Win 10 Pro) with MS 365 Personal, Hub",0.0/0,0,6079.0,Intel Core i7,8 TB,64 GB,3.60 GHz,MSI,0,0,GB,64.0,3.6,8000.0 GB
95,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 64GB DDR4, 1TB PCIe SSD + 3TB HDD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Pro",0.0/0,0,6038.0,AMD R Series,1 TB,64 GB,3.70 GHz,Velztorm,0,1,GB,64.0,3.7,1000.0 GB
96,"Lenovo Legion Tower 5i Gaming & Entertainment Desktop PC (Intel i5-11400 6-Core, 128GB RAM, 8TB PCIe SSD + 6TB HDD (3.5), GTX 1650 Super, WiFi, Bluetooth, HDMI, Win 10 Pro) with Hub",0.0/0,0,6029.0,Intel Core i5,8 TB,128 GB,2.60 GHz,Lenovo,1,0,GB,128.0,2.6,8000.0 GB
97,"Velztorm Pilum CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7 3700X 8-Core, 128GB DDR4, 8TB PCIe SSD, GeForce RTX 2060 6GB, 120mm AIO, RGB Fans, 750W PSU, WiFi-N, Win10P)",0.0/0,0,6029.0,Ryzen 7,8 TB,128 GB,3.60 GHz,Velztorm,0,1,GB,128.0,3.6,8000.0 GB
98,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 32GB DDR5 4800MHz RAM, 4TB PCIe SSD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win11H)",0.0/0,0,6008.0,Intel Core i9,4 TB,32 GB,3.20 GHz,Velztorm,1,0,GB,32.0,3.2,4000.0 GB
99,"EK Fluid Gaming PC - Custom Liquid-Cooled Ryzen 9 5950X & RTX 3090 with EKWB D-RGB Water Blocks, 64GB RGB RAM, 1TB M.2 SSD, 4TB HDD, Prebuilt Desktop Computer 295 Vanquish",1.0/5,4,5999.99,Ryzen 9,1 GB,64 GB,4.50 GHz,other,0,1,GB,64.0,4.5,1.0 GB
101,Adamant Custom 14-Core Liquid Cooled Gaming Desktop Computer Intel Core i9 10940X 3.3Ghz X299 Series 32Gb DDR4 5TB HDD 2TB NVMe SSD Geforce RTX 3090 24Gb,0.0/0,0,5999.99,Intel Core i9,5 TB,32 GB,3.30 GHz,Adamant,0,1,GB,32.0,3.3,5000.0 GB
104,"2021 Newest Alienware Aurora R12 Gaming Desktop, Intel Core i9-11900KF(Up to 5.3GHz), NVIDIA GeForce RTX 3090, 64GB 3200MHz DDR4, 2TB 970 EVO Plus SSD, WiFi 5, Bluetooth 5.0, Win10",0.0/0,0,5999.0,Intel Core i7,2 TB,16 GB,2.50 GHz,Alienware,1,0,GB,16.0,2.5,2000.0 GB
105,"Velztorm Nix Custom Built Gaming Desktop PC Snow White (AMD Ryzen 5 5600X 6-Core, 128GB RAM, 8TB PCIe SSD, GeForce GTX 1050Ti, 1xUSB 3.2, 3xUSB 3.0, 1xHDMI, Win 10 Pro)",0.0/0,0,5998.0,AMD R Series,8 TB,128 GB,3.70 GHz,Velztorm,0,0,GB,128.0,3.7,8000.0 GB
106,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3060 Ti, WiFi, Bluetooth, Backlit KB, HDMI, Win 11 Pro) with Hub",0.0/0,0,5989.0,Intel Core i7,8 TB,64 GB,3.60 GHz,MSI,1,0,GB,64.0,3.6,8000.0 GB
107,"MSI Aegis RS 12TG-261 Gaming & Entertainment Desktop PC (Intel i7-12700KF 12-Core, 64GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3060 Ti, WiFi, Bluetooth, Backlit KB, HDMI, Win 10 Pro) with Hub",0.0/0,0,5969.0,Intel Core i7,8 TB,64 GB,3.60 GHz,MSI,1,0,GB,64.0,3.6,8000.0 GB
108,"2022 MSI Aegis RS 12TF-253US Enthusiast (i9-12900KF, 128GB RAM, 4TB NVMe SSD + 2TB HDD, RTX 3080Ti 12GB, Windows 11) Gaming Desktop PC",0.0/0,0,5965.0,Intel Core i9,4 TB,128 GB,3.20 GHz,MSI,0,0,GB,128.0,3.2,4000.0 GB
109,"Velztorm Noctix Gaming & Entertainment Custom Desktop (AMD Ryzen 5 5600X 6-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD, HDMI, Bluetooth, Win 10 Pro)",0.0/0,0,5948.0,AMD R Series,8 TB,128 GB,3.70 GHz,Velztorm,1,0,GB,128.0,3.7,8000.0 GB
110,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 64GB DDR5 4800MHz RAM, 1TB PCIe SSD+6TB HDD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win10P)",0.0/0,0,5948.0,Intel Core i9,1 TB,64 GB,3.20 GHz,Velztorm,1,0,GB,64.0,3.2,1000.0 GB
111,"Velztorm Aciex 12th Gen CTO Gaming Desktop (Intel i9-12900K (Alder Lake) 16-Core, RTX 3080 10GB, 32GB DDR5 4800MHz RAM, 2TB PCIe SSD+3TB HDD, 360 mm AIO, 1000W PSU, WiFi6, BT 5.2, Win10P)",0.0/0,0,5928.0,Intel Core i9,2 TB,32 GB,3.20 GHz,Velztorm,1,0,GB,32.0,3.2,2000.0 GB
112,Adamant Custom 24-Core Workstation Desktop Computer PC System AMD Ryzen Threadripper 3960X 3.8Ghz ROG Strix 128Gb DDR4 RAM 8TB HDD 2TB NVMe SSD 1000W PSU GeForce RTX 2060 6Gb,0.0/0,0,5899.99,AMD R Series,8 TB,128 GB,3.80 GHz,ASUS ROG,0,0,GB,128.0,3.8,8000.0 GB
113,Adamant Custom 16-Core Modelling Rendering Workstation Desktop Computer AMD Ryzen 9 5950X 3.4GHz X570 Rog Strix 128Gb DDR4 500Gb NVMe PCIe 4.0 SSD 4TB HDD 1000W Toughpower PSU Geforce RTX 3090,0.0/0,0,5899.99,AMD R Series,4 TB,128 GB,3.40 GHz,Adamant,0,0,GB,128.0,3.4,4000.0 GB
114,Adamant Custom 16-Core Liquid Cooled Workstation Gaming Desktop Computer AMD Ryzen 9 5950X 3.4GHz X570 Aorus 32Gb DDR4 2TB NVMe PCIe 4.0 SSD 8TB HDD 1000W Toughpower PSU Geforce RTX 3090,0.0/0,0,5899.99,AMD R Series,8 TB,32 GB,3.40 GHz,Adamant,0,1,GB,32.0,3.4,8000.0 GB
116,"Velztorm Pilum Gaming Desktop PC (AMD Ryzen 7-3700X 8-Core, GeForce RTX 3050, 128GB RAM, 8TB PCIe SSD, HDMI, Display Port, Win 10 Pro)",0.0/0,0,5898.0,Ryzen 7,8 TB,128 GB,3.60 GHz,Velztorm,0,0,GB,128.0,3.6,8000.0 GB
117,"2022 MSI Aegis RS 12TF-254US Enthusiast (i7-12700K, 128GB RAM, 6TB NVMe SSD + 2TB HDD, RTX 3080Ti 12GB, Windows 11) Gaming Desktop PC",0.0/0,0,5895.0,Intel Core i7,6 TB,128 GB,3.60 GHz,MSI,0,0,GB,128.0,3.6,6000.0 GB
118,"Velztorm Archux CTO Gaming Desktop PC (AMD Ryzen 7 3700X 8-Core, 128GB DDR4, 2TB PCIe SSD+6TB HDD (3.5), GeForce RTX 3080 10GB, 120mm AIO, VR Ready, RGB Fans, 750W PSU Win 10 Home)",0.0/0,0,5878.0,Ryzen 7,2 TB,128 GB,3.60 GHz,Velztorm,0,0,GB,128.0,3.6,2000.0 GB
119,"Velztorm White Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, RTX 3090 24GB, 32GB DDR4, 2TB PCIe SSD + 6TB HDD, 360mm AIO, VR Ready, 750W PSU, WiFi-N, Win10H)",0.0/0,0,5854.1,AMD R Series,2 TB,32 GB,3.70 GHz,Velztorm,0,1,GB,32.0,3.7,2000.0 GB
120,"Velztorm Aciex 12th Gen CTO Gaming Desktop Liquid-Cooled (Intel Alder Lake i9-12900K 16-Core, Radeon RX6700XT 12GB, 1000W PSU, 64GB DDR5 4800MHz RAM, 4TB PCIe SSD+6TB HDD, WiFi6, BT 5.2, W10P)",0.0/0,0,5848.0,Intel Core i9,4 TB,64 GB,3.20 GHz,Velztorm,1,1,GB,64.0,3.2,4000.0 GB
121,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 64GB DDR4, 1TB PCIe SSD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Pro",0.0/0,0,5838.0,AMD R Series,1 TB,64 GB,3.70 GHz,Velztorm,0,1,GB,64.0,3.7,1000.0 GB
122,Adamant Custom VR Ready Liquid Cooled Gaming Desktop Computer Intel i9 10900X 3.7GHz X299X 128Gb DDR4 RAM 5TB HDD 512Gb NVMe SSD 850W PSU Wi-Fi Geforce RTX 3090 24Gb,5.0/5,1,5799.99,Intel Core i9,5 TB,128 GB,3.50 GHz,Adamant,0,1,GB,128.0,3.5,5000.0 GB
123,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer Workstation PC Intel Core i9-10900X 3.7GHz X299 Prime 256Gb DDR4 1TB NVMe PRO SSD 5TB HDD 850W Toughpower PSU Geforce RTX 3080 Ti,0.0/0,0,5799.99,Intel Core i9,5 TB,256 GB,3.70 GHz,Adamant,0,1,GB,256.0,3.7,5000.0 GB
124,Adamant Custom 10-Core Extreme Gaming Desktop Computer Intel Core i9 10900K 3.7GHz Z590 Aorus 32Gb RAM 2TB NVMe 1800MB/s SSD 8TB HDD 1000W Toughpower PSU Geforce RTX 3090 24Gb,0.0/0,0,5799.99,Intel Core i9,8 TB,32 GB,3.70 GHz,Adamant,0,0,GB,32.0,3.7,8000.0 GB
125,Adamant Custom 14-Core Liquid Cooled Gaming Desktop Computer System Intel Core i9 10940X 3.3Ghz X299X Aorus Series 32Gb DDR4 5TB HDD 1TB NVMe SSD 850W Toughpower PSU GeForce RTX 3090 24Gb,0.0/0,0,5799.99,Intel Core i9,5 GB,32 GB,3.30 GHz,Adamant,0,1,GB,32.0,3.3,5.0 GB
126,Video Editing Workstation Gaming Desktop Computer PC Intel i9 10920X 3.5Ghz 64Gb DDR4 5TB HDD 500Gb SSD GeForce RTX 3090 24Gb,1.0/5,2,5799.99,Intel Core i9,5 TB,64 GB,3.50 GHz,Adamant,0,0,GB,64.0,3.5,5000.0 GB
127,2020 Dell Alienware Aurora R11 Desktop - Intel Core i9 10th Gen - i9-10900F - 5.2Ghz - 1TB SSD - 64GB RAM - Nvidia GeForce RTX 2060 - Windows 10 Home (Renewed),0.0/0,0,5799.0,Intel Core i9,1000 GB,64.00 GB,2.80 GHz,Alienware,0,0,GB,64.0,2.8,1000.0 GB
130,Dell 2020 Alienware Aurora R11 Desktop - Intel Core i9 10th Gen - i9-10900F - 5.2Ghz - 256GB SSD - 16GB RAM - Nvidia GeForce RTX 3070 - Windows 10 Home (Renewed),0.0/0,0,5799.0,Intel Core i9,256 GB,16.00 GB,2.80 GHz,Alienware,0,0,GB,16.0,2.8,256.0 GB
131,"Lenovo Legion Tower 5i Gaming & Entertainment Desktop PC (Intel i5-11400 6-Core, 128GB RAM, 8TB PCIe SSD, GTX 1650 Super, WiFi, Bluetooth, HDMI, USB 3.2, Display Port, Win 11 Pro) with Hub",0.0/0,0,5749.0,Intel Core i5,8 TB,128 GB,2.60 GHz,Lenovo,1,0,GB,128.0,2.6,8000.0 GB
132,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 32GB DDR4, 512GB PCIe SSD+2TB HDD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Pro",0.0/0,0,5748.0,AMD R Series,512 GB,32 GB,3.70 GHz,Velztorm,0,1,GB,32.0,3.7,512.0 GB
133,"Velztorm Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled-AMD Ryzen 9-5900X 12-Core, GeForce RTX 3090 24GB, 16GB DDR4, 2TB PCIe SSD+2TB HDD, 360mm AIO,VR Ready,750W PSU,WiFi-N,Win10Home",0.0/0,0,5738.0,AMD R Series,2 TB,16 GB,3.70 GHz,Velztorm,0,1,GB,16.0,3.7,2000.0 GB
134,"Lenovo Legion Tower 5i Gaming & Entertainment Desktop PC (Intel i5-11400 6-Core, 128GB RAM, 8TB PCIe SSD, GTX 1650 Super, WiFi, Bluetooth, HDMI, USB 3.2, Display Port, Win 10 Pro) with Hub",0.0/0,0,5729.0,Intel Core i5,8 TB,128 GB,2.60 GHz,Lenovo,1,0,GB,128.0,2.6,8000.0 GB
135,"Velztorm Archux CTO Gaming Desktop PC (AMD Ryzen 7 3700X 8-Core, 128GB DDR4, 2TB PCIe SSD + 2TB HDD (3.5), GeForce RTX 3080 10GB, 120mm AIO, VR Ready, RGB Fans, 750W PSU Win 10 Home)",0.0/0,0,5718.0,Ryzen 7,2 TB,128 GB,3.60 GHz,Velztorm,0,0,GB,128.0,3.6,2000.0 GB
136,"Velztorm Archux Gaming & Entertainment Desktop PC Black (AMD Ryzen 7 3700X 8-Core, 64GB RAM, 8TB PCIe SSD, RTX 3070, 4xUSB 3.1, 1xUSB 3.0, 2xHDMI, 2 Display Port (DP), Win 10 Home)",0.0/0,0,5718.0,Ryzen 7,8 TB,64 GB,3.60 GHz,Velztorm,0,0,GB,64.0,3.6,8000.0 GB
137,Adamant Custom 3D Modelling Rendering Ediditing Workstation Desktop Computer Intel Core i9 11900K 3.5GHz Z590 Tuf 128Gb DDR4 1TB NVMe PCIe 4.0 SSD 6TB HDD 850W Toughpower PSU Geforce RTX 3090,0.0/0,0,5699.99,Intel Core i9,6 TB,128 GB,3.50 GHz,Adamant,0,0,GB,128.0,3.5,6000.0 GB
138,Adamant Custom 16-Core Gaming Desktop Computer Media Workstation PC AMD Ryzen 9 5950X 3.4GHz X570 Aorus Pro 32Gb RAM 2TB NVMe SSD 10TB HDD 850W WiFi Bluetooth Geforce RTX 3090 24Gb,0.0/0,0,5699.99,Ryzen 9,10 TB,32 GB,3.40 GHz,Adamant,1,0,GB,32.0,3.4,10000.0 GB
139,Adamant Custom 14-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9 10940X 3.3Ghz X299 Prime Series 32Gb DDR4 5TB HDD 1TB NVMe SSD Geforce RTX 3090 24Gb,0.0/0,0,5699.99,Intel Core i9,5 TB,32 GB,3.30 GHz,Adamant,0,1,GB,32.0,3.3,5000.0 GB
140,Adamant Custom 18-Core Liquid Cooled Workstation Desktop Computer Intel Core i9 10980XE 3.0Ghz X299X Aorus Series 128Gb DDR4 RAM 2x2TB NVMe SSD 4TB SSD Geforce RTX 3070 8Gb,0.0/0,0,5699.99,Intel Core i9,7 TB,128 GB,3.00 GHz,Adamant,0,1,GB,128.0,3.0,7000.0 GB
142,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 7.6TB SATA SSD, GeForce RTX 3070, WiFi, Win 11 Pro) with MS 365 Personal, Hub",0.0/0,0,5699.0,Intel Core i7,7.6 TB,64 GB,3.60 GHz,MSI,0,0,GB,64.0,3.6,7600.0 GB
143,"Velztorm White Ferrux Gaming Custom Desktop (AMD Ryzen 9-5900X 12-Core, GeForce RTX 3070, 128GB RAM, 2TB PCIe SSD + 6TB HDD, USB 3.2, HDMI, Display Port, Win 10 Pro)",0.0/0,0,5698.0,AMD R Series,2 TB,128 GB,3.70 GHz,Velztorm,0,0,GB,128.0,3.7,2000.0 GB
144,"Velztorm White Addux Open-Air Design Custom Gaming Desktop Liquid-Cooled (AMD Ryzen 9-5900X 12-Core, RTX 3090 24GB, 64GB DDR4, 1TB PCIe SSD + 2TB HDD, 360mm AIO, VR Ready, 750W PSU, WiFi-N, Win10P)",0.0/0,0,5694.1,AMD R Series,1 TB,64 GB,3.70 GHz,Velztorm,0,1,GB,64.0,3.7,1000.0 GB
145,"Velztorm Galax CTO SFF Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, RTX 3080 Ti 12GB, 64GB DDR4, 4TB PCIe SSD, WiFi-N, RGB Fans, 750W PSU, Black, Win 10 Pro)",0.0/0,0,5688.0,Ryzen 7,4 TB,64 GB,3.80 GHz,Velztorm,0,1,GB,64.0,3.8,4000.0 GB
146,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 7.6TB SATA SSD, GeForce RTX 3070, WiFi, Win 10 Pro) with MS 365 Personal, Hub",0.0/0,0,5679.0,Intel Core i7,7.6 TB,64 GB,3.60 GHz,MSI,0,0,GB,64.0,3.6,7600.0 GB
147,"Velztorm Nix Custom Built Gaming Desktop PC Snow White (AMD Ryzen 5 5600X 6-Core, 64GB RAM, 1TB PCIe SSD, Radeon RX 6900 XT, 1xUSB 3.2, 3xUSB 3.0, 1xHDMI, Win 10 Home)",0.0/0,0,5668.0,AMD R Series,1 TB,64 GB,3.70 GHz,Velztorm,0,0,GB,64.0,3.7,1000.0 GB
148,Acer Predator Orion 900 - Gaming Desktop Intel Core i9-7980XE Octadeca-core 2.60GHz - 2 x NVIDIA GeForce GTX 1080Ti 11GB - 128GB RAM 2TB HDD 512GB SSD Windows 10 Home (Renewed),0.0/0,0,5664.99,Intel Core i9,2 TB,128 GB,2.6 GHz,Acer,0,0,GB,128.0,2.6,2000.0 GB
149,"Velztorm Galax CTO SFF Gaming Desktop PC Liquid-Cooled (AMD Ryzen 7-5800X 8-Core, Radeon RX 6900 XT 16GB, 32GB DDR4, 1TB PCIe SSD + 3TB HDD (3.5), WiFi-N, RGB Fans, 750W PSU, Black, Win 10 Home)",0.0/0,0,5638.0,Ryzen 7,1 TB,32 GB,3.80 GHz,Velztorm,0,1,GB,32.0,3.8,1000.0 GB
150,"Velztorm Lux CTO Gaming Desktop PC Liquid-Cooled (AMD Ryzen 9-5950X 16-Core, 32GB, 2TB PCIe SSD + 6TB HDD (3.5), GeForce RTX 3080 Ti 12GB, AC WiFi, 360mm AIO, RGB Fans, 1000W PSU, Win10P)",0.0/0,0,5629.6,AMD R Series,2 TB,32 GB,3.40 GHz,Velztorm,0,1,GB,32.0,3.4,2000.0 GB
151,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 32GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3070, WiFi, Win 11 Pro) with MS 365 Personal, Hub",0.0/0,0,5619.0,Intel Core i7,8 TB,32 GB,3.60 GHz,MSI,0,0,GB,32.0,3.6,8000.0 GB
152,Adamant Custom 10-Core Liquid Cooled Gaming Desktop Computer PC Intel Core i9 10900K 3.7Ghz Z490 Strix Series 32Gb RAM 2TB NVMe 3500MB/s SSD 8TB HDD WiFi Bluetooth Geforce RTX 3090 24Gb,5.0/5,2,5599.99,Intel Core i9,8 TB,32 GB,3.70 GHz,Adamant,1,1,GB,32.0,3.7,8000.0 GB
153,Adamant Custom Modelling Rendering Ediditing Workstation Desktop Computer Intel Core i9 11900K 3.5GHz Z590 Tuf 128Gb DDR4 500Gb NVMe PCIe 4.0 SSD 5TB HDD 850W Toughpower PSU Geforce RTX 3090,0.0/0,0,5599.99,Intel Core i9,5 TB,128 GB,3.50 GHz,Adamant,0,0,GB,128.0,3.5,5000.0 GB
156,Adamant Custom 16-Core Gaming Desktop Computer Media Workstation AMD Ryzen 9 5950X 3.4GHz X570 Tuf 32Gb RAM 2TB NVMe SSD 10TB HDD 850W WiFi Bluetooth Geforce RTX 3090 24Gb,0.0/0,0,5599.99,Ryzen 9,10 TB,32 GB,3.40 GHz,Adamant,1,0,GB,32.0,3.4,10000.0 GB
157,Liquid Cooled Video Editing Workstation Gaming Desktop Computer PC Intel i9 10920X 3.5Ghz 32Gb DDR4 5TB HDD 500Gb SSD GeForce RTX 3090 24Gbi,0.0/0,0,5599.99,other,5 TB,32 GB,0.0 GHz,Adamant,0,1,GB,32.0,0.0,5000.0 GB
158,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 32GB DDR5 4800MHz RAM, 8TB PCIe SSD, GeForce RTX 3070, WiFi, Win 10 Pro) with MS 365 Personal, Hub",0.0/0,0,5599.0,Intel Core i7,8 TB,32 GB,3.60 GHz,MSI,0,0,GB,32.0,3.6,8000.0 GB
159,"MSI Aegis RS 12TD-260 Gaming & Entertainment Desktop PC (Intel i7-12700K 12-Core, 64GB DDR5 4800MHz RAM, 7.6TB SATA SSD, GeForce RTX 3070, WiFi, Bluetooth, Backlit KB, HDMI, Win 11 Pro) with Hub",0.0/0,0,5589.0,Intel Core i7,7.6 TB,64 GB,3.60 GHz,MSI,1,0,GB,64.0,3.6,7600.0 GB
